locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKELMNLG_05848	CDS	936	scrK_1	2.7.1.4	COG0524	Fructokinase
IKELMNLG_05849	CDS	906	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
IKELMNLG_05850	CDS	429				hypothetical protein
IKELMNLG_05851	CDS	555	ogt_3	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
IKELMNLG_05852	CDS	870	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
IKELMNLG_05853	CDS	879				hypothetical protein
IKELMNLG_05854	CDS	2139	uvrB_2		COG0556	UvrABC system protein B
IKELMNLG_05855	CDS	579	yceC_2		COG2310	Stress response protein SCP2
IKELMNLG_05856	CDS	2016				hypothetical protein
IKELMNLG_05857	CDS	1002			COG0861	putative membrane protein
IKELMNLG_05858	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
IKELMNLG_05859	CDS	474	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
IKELMNLG_05860	CDS	657	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
IKELMNLG_05861	CDS	687				hypothetical protein
IKELMNLG_05862	CDS	3045	uvrA_3		COG0178	UvrABC system protein A
IKELMNLG_05863	CDS	96				hypothetical protein
IKELMNLG_05864	CDS	909	scrK_2	2.7.1.4	COG0524	Fructokinase
IKELMNLG_05865	CDS	1098	purR_2		COG1609	HTH-type transcriptional repressor PurR
IKELMNLG_05866	CDS	426	petC_3	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
IKELMNLG_05867	CDS	951				hypothetical protein
IKELMNLG_05868	CDS	2187	uvrC		COG0322	UvrABC system protein C
IKELMNLG_05869	CDS	1017			COG1660	Nucleotide-binding protein
IKELMNLG_05870	CDS	1053			COG0391	Putative gluconeogenesis factor
IKELMNLG_05871	CDS	993	whiA		COG1481	putative cell division protein WhiA
IKELMNLG_05872	CDS	3000				hypothetical protein
IKELMNLG_05873	CDS	1011	gap2_3	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
IKELMNLG_05874	CDS	1212	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
IKELMNLG_05875	CDS	777	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
IKELMNLG_05876	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
IKELMNLG_05877	CDS	288	rbpA_1			RNA polymerase-binding protein RbpA
IKELMNLG_05878	CDS	1656	pgi_3	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
IKELMNLG_05879	CDS	969				hypothetical protein
IKELMNLG_05880	CDS	768				hypothetical protein
IKELMNLG_05881	CDS	786	pgl_1	3.1.1.31	COG0363	6-phosphogluconolactonase
IKELMNLG_05882	CDS	1056				hypothetical protein
IKELMNLG_05883	CDS	1524	zwf2_2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
IKELMNLG_05884	CDS	1119	tal_3	2.2.1.2	COG0176	Transaldolase
IKELMNLG_05885	CDS	2088	tkt_2	2.2.1.1	COG0021	Transketolase
IKELMNLG_05886	CDS	858	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
IKELMNLG_05887	CDS	369				hypothetical protein
IKELMNLG_05888	CDS	1107				hypothetical protein
IKELMNLG_05889	CDS	780				hypothetical protein
IKELMNLG_05890	CDS	1071	ctaA	1.3.-.-		Heme A synthase
IKELMNLG_05891	CDS	810				hypothetical protein
IKELMNLG_05892	CDS	924	drrA_9	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
IKELMNLG_05893	CDS	789	yokD_2	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
IKELMNLG_05894	CDS	795				hypothetical protein
IKELMNLG_05895	CDS	1422				hypothetical protein
IKELMNLG_05896	CDS	1185				hypothetical protein
IKELMNLG_05897	CDS	318	bphA3			Biphenyl 2,3-dioxygenase, ferredoxin component
IKELMNLG_05898	CDS	765	sufC		COG0396	Vegetative protein 296
IKELMNLG_05899	CDS	1257	csd	2.8.1.7	COG0520	putative cysteine desulfurase
IKELMNLG_05900	CDS	471	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
IKELMNLG_05901	CDS	333	sufT			Fe-S protein maturation auxiliary factor SufT
IKELMNLG_05902	CDS	321	emrE		COG2076	Multidrug transporter EmrE
IKELMNLG_05903	CDS	594	rcdA_3		COG3226	HTH-type transcriptional regulator RcdA
IKELMNLG_05904	CDS	990	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
IKELMNLG_05905	CDS	729				hypothetical protein
IKELMNLG_05906	CDS	171				hypothetical protein
IKELMNLG_05907	CDS	267				hypothetical protein
IKELMNLG_05908	CDS	918	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IKELMNLG_05909	CDS	420				hypothetical protein
IKELMNLG_05910	CDS	498				hypothetical protein
IKELMNLG_05911	CDS	708				hypothetical protein
IKELMNLG_05912	CDS	1842				hypothetical protein
IKELMNLG_05913	CDS	1428				hypothetical protein
IKELMNLG_05914	CDS	1473				hypothetical protein
IKELMNLG_05915	CDS	1602				hypothetical protein
IKELMNLG_05916	CDS	573				hypothetical protein
IKELMNLG_05917	CDS	1200				hypothetical protein
IKELMNLG_05918	CDS	222				hypothetical protein
IKELMNLG_05919	CDS	990		1.1.1.407	COG1063	D-altritol 5-dehydrogenase
IKELMNLG_05920	CDS	879	dasC_5		COG0395	Diacetylchitobiose uptake system permease protein DasC
IKELMNLG_05921	CDS	945	sugA_3		COG1175	Trehalose transport system permease protein SugA
IKELMNLG_05922	CDS	1371				hypothetical protein
IKELMNLG_05923	CDS	777	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
IKELMNLG_05924	CDS	810	udh	1.1.1.203	COG0451	Uronate dehydrogenase
IKELMNLG_05925	CDS	951		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
IKELMNLG_05926	CDS	1173				hypothetical protein
IKELMNLG_05927	CDS	393				hypothetical protein
IKELMNLG_05928	CDS	1248				hypothetical protein
IKELMNLG_05929	CDS	600				hypothetical protein
IKELMNLG_05930	CDS	669	mcbR_3		COG1802	HTH-type transcriptional regulator McbR
IKELMNLG_05931	CDS	909		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
IKELMNLG_05932	CDS	1731		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
IKELMNLG_05933	CDS	936	sugA_4		COG1175	Trehalose transport system permease protein SugA
IKELMNLG_05934	CDS	897	dasC_6		COG0395	Diacetylchitobiose uptake system permease protein DasC
IKELMNLG_05935	CDS	1158				hypothetical protein
IKELMNLG_05936	CDS	846				hypothetical protein
IKELMNLG_05937	CDS	1545				hypothetical protein
IKELMNLG_05938	CDS	1359				hypothetical protein
IKELMNLG_05939	CDS	804				hypothetical protein
IKELMNLG_05940	CDS	1335	pel	4.2.2.2	COG3866	Pectate lyase
IKELMNLG_05941	CDS	1146				hypothetical protein
IKELMNLG_05942	CDS	798				hypothetical protein
IKELMNLG_05943	CDS	675				hypothetical protein
IKELMNLG_05944	CDS	573				hypothetical protein
IKELMNLG_05945	CDS	1455	pbpA_4		COG0768	Penicillin-binding protein A
IKELMNLG_05946	CDS	219				hypothetical protein
IKELMNLG_05947	CDS	471				hypothetical protein
IKELMNLG_05948	CDS	774	iclR_3		COG1414	Transcriptional repressor IclR
IKELMNLG_05949	CDS	1530	aldH	1.2.1.4		NADP-dependent fatty aldehyde dehydrogenase
IKELMNLG_05950	CDS	609				hypothetical protein
IKELMNLG_05951	CDS	714				hypothetical protein
IKELMNLG_05952	CDS	1095	egtE	4.4.-.-		hercynylcysteine sulfoxide lyase
IKELMNLG_05953	CDS	900	ectD	1.14.11.55		Ectoine dioxygenase
IKELMNLG_05954	CDS	399	ectC	4.2.1.108		L-ectoine synthase
IKELMNLG_05955	CDS	1272	ectB	2.6.1.76		Diaminobutyrate--2-oxoglutarate transaminase
IKELMNLG_05956	CDS	513	ectA	2.3.1.178		L-2,4-diaminobutyric acid acetyltransferase
IKELMNLG_05957	CDS	1128	ppaT	2.6.1.30	COG0075	Pyridoxamine--pyruvate transaminase
IKELMNLG_05958	CDS	483				hypothetical protein
IKELMNLG_05959	CDS	1092			COG1228	putative protein
IKELMNLG_05960	CDS	957				hypothetical protein
IKELMNLG_05961	CDS	1089		2.6.1.-	COG0079	putative aminotransferase
IKELMNLG_05962	CDS	918	cbiX_2	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
IKELMNLG_05963	CDS	1833	cysG_2	4.99.1.4		Siroheme synthase
IKELMNLG_05964	CDS	1242	cbiET_1		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
IKELMNLG_05965	CDS	813	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
IKELMNLG_05966	CDS	729	zupT_2			Zinc transporter ZupT
IKELMNLG_05967	CDS	732	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
IKELMNLG_05968	CDS	1461	cobB_2	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
IKELMNLG_05969	CDS	600	cobO	2.5.1.17		Corrinoid adenosyltransferase
IKELMNLG_05970	CDS	2019			COG1239	putative protein
IKELMNLG_05971	CDS	3654	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
IKELMNLG_05972	CDS	1509	cobQ		COG1492	Cobyric acid synthase
IKELMNLG_05973	CDS	984	cobD		COG1270	Cobalamin biosynthesis protein CobD
IKELMNLG_05974	CDS	222				hypothetical protein
IKELMNLG_05975	CDS	1272				hypothetical protein
IKELMNLG_05976	CDS	723	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
IKELMNLG_05977	CDS	1128				hypothetical protein
IKELMNLG_05978	CDS	1269				hypothetical protein
IKELMNLG_05979	CDS	579				hypothetical protein
IKELMNLG_05980	CDS	1599	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
IKELMNLG_05981	CDS	222				hypothetical protein
IKELMNLG_05982	CDS	804	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
IKELMNLG_05983	CDS	789				hypothetical protein
IKELMNLG_05984	CDS	483				hypothetical protein
IKELMNLG_05985	CDS	186				hypothetical protein
IKELMNLG_05986	CDS	384				hypothetical protein
IKELMNLG_05987	CDS	681				hypothetical protein
IKELMNLG_05988	CDS	588				hypothetical protein
IKELMNLG_05989	CDS	756	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IKELMNLG_05990	CDS	1788		3.2.1.28	COG3387	Trehalase
IKELMNLG_05991	CDS	792			COG3346	putative SURF1-like protein
IKELMNLG_05992	CDS	234				hypothetical protein
IKELMNLG_05993	CDS	987	dinG_3	3.1.-.-		3'-5' exonuclease DinG
IKELMNLG_05994	CDS	1008				hypothetical protein
IKELMNLG_05995	CDS	639				hypothetical protein
IKELMNLG_05996	CDS	1539				hypothetical protein
IKELMNLG_05997	CDS	375				hypothetical protein
IKELMNLG_05998	CDS	1635	mctC_2		COG4147	Monocarboxylic acid transporter
IKELMNLG_05999	CDS	990	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
IKELMNLG_06000	CDS	231				hypothetical protein
IKELMNLG_06001	CDS	399				hypothetical protein
IKELMNLG_06002	CDS	282				hypothetical protein
IKELMNLG_06003	CDS	1269	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
IKELMNLG_06004	CDS	1395				hypothetical protein
IKELMNLG_06005	CDS	1524	tldD	3.4.-.-	COG0312	Metalloprotease TldD
IKELMNLG_06006	CDS	705	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IKELMNLG_06007	CDS	768	inhA_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
IKELMNLG_06008	CDS	693	lutR_3		COG2186	HTH-type transcriptional regulator LutR
IKELMNLG_06009	CDS	1383	yycB_3		COG2807	putative transporter YycB
IKELMNLG_06010	CDS	117				hypothetical protein
IKELMNLG_06011	CDS	207				hypothetical protein
IKELMNLG_06012	CDS	519		3.1.3.-	COG2062	putative protein
IKELMNLG_06013	CDS	1233		3.1.3.3	COG0560	Phosphoserine phosphatase
IKELMNLG_06014	CDS	2055				hypothetical protein
IKELMNLG_06015	CDS	2631		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
IKELMNLG_06016	CDS	735				hypothetical protein
IKELMNLG_06017	CDS	1077	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
IKELMNLG_06018	CDS	696		1.-.-.-	COG4221	putative oxidoreductase
IKELMNLG_06019	CDS	1179				hypothetical protein
IKELMNLG_06020	CDS	642	liaR_6		COG2197	Transcriptional regulatory protein LiaR
IKELMNLG_06021	CDS	249	chpE			Chaplin-E
IKELMNLG_06022	CDS	780				putative protein
IKELMNLG_06023	CDS	798	ylmA_2	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
IKELMNLG_06024	CDS	432				hypothetical protein
IKELMNLG_06025	CDS	960			COG0330	putative protein
IKELMNLG_06026	CDS	507				hypothetical protein
IKELMNLG_06027	CDS	540				hypothetical protein
IKELMNLG_06028	CDS	783	spo0M		COG4326	Sporulation-control protein spo0M
IKELMNLG_06029	CDS	642		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
IKELMNLG_06030	CDS	1170				hypothetical protein
IKELMNLG_06031	CDS	630				hypothetical protein
IKELMNLG_06032	CDS	1293				hypothetical protein
IKELMNLG_06033	CDS	1032		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
IKELMNLG_06034	CDS	1047	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
IKELMNLG_06035	CDS	1128	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
IKELMNLG_06036	CDS	906	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
IKELMNLG_06037	CDS	348				hypothetical protein
IKELMNLG_06038	CDS	348				hypothetical protein
IKELMNLG_06039	CDS	816	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
IKELMNLG_06040	CDS	906	ppnK_1	2.7.1.23	COG0061	NAD kinase
IKELMNLG_06041	CDS	1743	recN		COG0497	DNA repair protein RecN
IKELMNLG_06042	CDS	1149	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IKELMNLG_06043	CDS	1647	pucR_2		COG2508	Purine catabolism regulatory protein
IKELMNLG_06044	CDS	102				hypothetical protein
IKELMNLG_06045	CDS	1839		3.2.1.28	COG3387	Trehalase
IKELMNLG_06046	CDS	1650	pyrG_2	6.3.4.2	COG0504	CTP synthase
IKELMNLG_06047	CDS	636				hypothetical protein
IKELMNLG_06048	CDS	2028	afsR_2		COG3629	Regulatory protein AfsR
IKELMNLG_06049	CDS	1125	ald_3	1.4.1.1	COG0686	Alanine dehydrogenase
IKELMNLG_06050	CDS	1023			COG1192	putative protein
IKELMNLG_06051	CDS	570				hypothetical protein
IKELMNLG_06052	CDS	1308	scpA			Segregation and condensation protein A
IKELMNLG_06053	CDS	672	scpB			Segregation and condensation protein B
IKELMNLG_06054	CDS	1116				hypothetical protein
IKELMNLG_06055	CDS	720				hypothetical protein
IKELMNLG_06056	CDS	1020				hypothetical protein
IKELMNLG_06057	CDS	753				hypothetical protein
IKELMNLG_06058	CDS	762				hypothetical protein
IKELMNLG_06059	CDS	396	petC_4	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
IKELMNLG_06060	CDS	363	aroH_3	5.4.99.5	COG4401	Chorismate mutase AroH
IKELMNLG_06061	CDS	1086				hypothetical protein
IKELMNLG_06062	CDS	696	cmk	2.7.4.25	COG0283	Cytidylate kinase
IKELMNLG_06063	CDS	663	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
IKELMNLG_06064	CDS	1479	der		COG1160	GTPase Der
IKELMNLG_06065	CDS	294				hypothetical protein
IKELMNLG_06066	CDS	798				hypothetical protein
IKELMNLG_06067	CDS	102				hypothetical protein
IKELMNLG_06068	CDS	849				hypothetical protein
IKELMNLG_06069	CDS	216				hypothetical protein
IKELMNLG_06070	CDS	1023				hypothetical protein
IKELMNLG_06071	CDS	1191				hypothetical protein
IKELMNLG_06072	CDS	1605	mdtD_10			Putative multidrug resistance protein MdtD
IKELMNLG_06073	CDS	1194	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IKELMNLG_06074	CDS	441	sepF_3			Cell division protein SepF
IKELMNLG_06075	CDS	1137				hypothetical protein
IKELMNLG_06076	CDS	852				hypothetical protein
IKELMNLG_06077	CDS	903	sprB	3.4.21.81		Streptogrisin-B
IKELMNLG_06078	CDS	666	vraR_4			Response regulator protein VraR
IKELMNLG_06079	CDS	1167				hypothetical protein
IKELMNLG_06080	CDS	720				hypothetical protein
IKELMNLG_06081	CDS	921	bcrA_3			Bacitracin transport ATP-binding protein BcrA
IKELMNLG_06082	CDS	1047	sprD_1	3.4.21.-		Streptogrisin-D
IKELMNLG_06083	CDS	1065				hypothetical protein
IKELMNLG_06084	CDS	3558	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
IKELMNLG_06085	CDS	969	dinB	2.7.7.7		DNA polymerase IV
IKELMNLG_06086	CDS	375				hypothetical protein
IKELMNLG_06087	CDS	447				hypothetical protein
IKELMNLG_06088	CDS	873				hypothetical protein
IKELMNLG_06089	CDS	1071	gbpA_4			GlcNAc-binding protein A
IKELMNLG_06090	CDS	471				hypothetical protein
IKELMNLG_06091	CDS	135				hypothetical protein
IKELMNLG_06092	CDS	618	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IKELMNLG_06093	CDS	501				hypothetical protein
IKELMNLG_06094	CDS	927	mshD_6	2.3.1.189		Mycothiol acetyltransferase
IKELMNLG_06095	CDS	405				hypothetical protein
IKELMNLG_06096	CDS	768				hypothetical protein
IKELMNLG_06097	CDS	1095				hypothetical protein
IKELMNLG_06098	CDS	807		3.1.1.3		Lipase 1
IKELMNLG_06099	CDS	1653	pknD_22	2.7.11.1		Serine/threonine-protein kinase PknD
IKELMNLG_06100	CDS	558	sigK_2		COG1595	ECF RNA polymerase sigma factor SigK
IKELMNLG_06101	CDS	753				hypothetical protein
IKELMNLG_06102	CDS	270				hypothetical protein
IKELMNLG_06103	CDS	816	drrB_7			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
IKELMNLG_06104	CDS	999	drrA_10	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
IKELMNLG_06105	CDS	705				hypothetical protein
IKELMNLG_06106	CDS	1161				hypothetical protein
IKELMNLG_06107	CDS	750	nagR_9		COG2188	HTH-type transcriptional repressor NagR
IKELMNLG_06108	tRNA	83				tRNA-Pro(cgg)
IKELMNLG_06109	CDS	543				hypothetical protein
IKELMNLG_06110	CDS	618				hypothetical protein
IKELMNLG_06111	CDS	2244	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
IKELMNLG_06112	CDS	1452	citN		COG2851	Citrate transporter
IKELMNLG_06113	CDS	1392				hypothetical protein
IKELMNLG_06114	CDS	207				hypothetical protein
IKELMNLG_06115	CDS	1338	btuD_21	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_06116	CDS	1389	ald_4	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
IKELMNLG_06117	CDS	1098		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
IKELMNLG_06118	CDS	972				hypothetical protein
IKELMNLG_06119	CDS	714				hypothetical protein
IKELMNLG_06120	CDS	651	tetR_3			Tetracycline repressor protein class E
IKELMNLG_06121	CDS	1152	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IKELMNLG_06122	CDS	315				hypothetical protein
IKELMNLG_06123	CDS	648				hypothetical protein
IKELMNLG_06124	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
IKELMNLG_06125	CDS	528	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
IKELMNLG_06126	CDS	738				hypothetical protein
IKELMNLG_06127	CDS	603				hypothetical protein
IKELMNLG_06128	CDS	2808				hypothetical protein
IKELMNLG_06129	CDS	1263				hypothetical protein
IKELMNLG_06130	CDS	771	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
IKELMNLG_06131	CDS	594	kstR2_2			HTH-type transcriptional repressor KstR2
IKELMNLG_06132	CDS	1215	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
IKELMNLG_06133	CDS	1026				hypothetical protein
IKELMNLG_06134	CDS	342				hypothetical protein
IKELMNLG_06135	CDS	393	yidH		COG2149	Inner membrane protein YidH
IKELMNLG_06136	CDS	534	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
IKELMNLG_06137	CDS	894				hypothetical protein
IKELMNLG_06138	CDS	951				hypothetical protein
IKELMNLG_06139	CDS	1539				hypothetical protein
IKELMNLG_06140	CDS	1077	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
IKELMNLG_06141	CDS	762	gno	1.1.1.-		Gluconate 5-dehydrogenase
IKELMNLG_06142	CDS	1398	gntT		COG2610	High-affinity gluconate transporter
IKELMNLG_06143	CDS	528		2.7.1.12	COG3265	Gluconokinase
IKELMNLG_06144	CDS	702				hypothetical protein
IKELMNLG_06145	CDS	375				hypothetical protein
IKELMNLG_06146	tRNA	88				tRNA-Leu(gag)
IKELMNLG_06147	CDS	1338	dapE_4	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
IKELMNLG_06148	CDS	234	chpH			Chaplin-H
IKELMNLG_06149	CDS	780	chpC			Chaplin-C
IKELMNLG_06150	CDS	189				hypothetical protein
IKELMNLG_06151	CDS	804				hypothetical protein
IKELMNLG_06152	CDS	2319	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
IKELMNLG_06153	CDS	999	yajO_7	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
IKELMNLG_06154	CDS	1056		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
IKELMNLG_06155	CDS	789				hypothetical protein
IKELMNLG_06156	CDS	1005	corA_2		COG0598	Cobalt/magnesium transport protein CorA
IKELMNLG_06157	CDS	687	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
IKELMNLG_06158	CDS	591				hypothetical protein
IKELMNLG_06159	CDS	831				hypothetical protein
IKELMNLG_06160	CDS	1230	mshC_2	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
IKELMNLG_06161	CDS	1002				hypothetical protein
IKELMNLG_06162	CDS	1617	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
IKELMNLG_06163	CDS	1539	glpK_2	2.7.1.30	COG0554	Glycerol kinase
IKELMNLG_06164	CDS	795	glpF_2		COG0580	putative glycerol uptake facilitator protein
IKELMNLG_06165	CDS	765	gylR			Glycerol operon regulatory protein
IKELMNLG_06166	CDS	3513	metH	2.1.1.13	COG0646	Methionine synthase
IKELMNLG_06167	CDS	702	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
IKELMNLG_06168	CDS	1605	oppA_2		COG4166	Oligopeptide-binding protein OppA
IKELMNLG_06169	CDS	672	lnrK_12		COG2197	Transcriptional regulatory protein LnrK
IKELMNLG_06170	CDS	999				hypothetical protein
IKELMNLG_06171	CDS	1683				hypothetical protein
IKELMNLG_06172	CDS	903	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
IKELMNLG_06173	CDS	591				hypothetical protein
IKELMNLG_06174	CDS	300				hypothetical protein
IKELMNLG_06175	CDS	1767	arc		COG0464	Proteasome-associated ATPase
IKELMNLG_06176	CDS	1512	dop	3.4.-.-		Depupylase
IKELMNLG_06177	CDS	219	pup			Prokaryotic ubiquitin-like protein Pup
IKELMNLG_06178	CDS	513				hypothetical protein
IKELMNLG_06179	CDS	777	prcB	3.4.25.1	COG0638	Proteasome subunit beta
IKELMNLG_06180	CDS	729	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
IKELMNLG_06181	CDS	1011	cytR_5		COG1609	HTH-type transcriptional repressor CytR
IKELMNLG_06182	CDS	1260				hypothetical protein
IKELMNLG_06183	CDS	1362	pafA	6.3.1.19		Pup--protein ligase
IKELMNLG_06184	CDS	1008				hypothetical protein
IKELMNLG_06185	CDS	372	fkbP	5.2.1.8		FK506-binding protein
IKELMNLG_06186	CDS	954	pafB		COG2378	Protein PafB
IKELMNLG_06187	CDS	1083	pafC		COG2378	Protein PafC
IKELMNLG_06188	CDS	312				hypothetical protein
IKELMNLG_06189	CDS	195				hypothetical protein
IKELMNLG_06190	CDS	288	tatA			Sec-independent protein translocase protein TatA
IKELMNLG_06191	CDS	951	tatC		COG0805	Sec-independent protein translocase protein TatC
IKELMNLG_06192	CDS	2853	helY	3.6.4.-	COG4581	putative helicase HelY
IKELMNLG_06193	CDS	1626				hypothetical protein
IKELMNLG_06194	CDS	408			COG2018	Serine protease inhibitor
IKELMNLG_06195	CDS	417				hypothetical protein
IKELMNLG_06196	CDS	621				hypothetical protein
